State 0:
  pred_1(chair_0, chair_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_1, manhole)  [conf=1.000]
  pred_1(person_1, manhole)  [conf=1.000]
  pred_3(person_1, manhole)  [conf=1.000]
  pred_4(person_1, manhole)  [conf=1.000]
  pred_5(person_1, manhole)  [conf=1.000]
  pred_6(person_1, manhole)  [conf=1.000]
  pred_7(person_1, manhole)  [conf=1.000]
  pred_1(fire hydrant, fire hydrant)  [conf=1.000]
  pred_2(fire hydrant, fire hydrant)  [conf=1.000]
  pred_3(fire hydrant, fire hydrant)  [conf=1.000]
  pred_6(fire hydrant, fire hydrant)  [conf=1.000]

State 14:
  pred_1(pad_2, pad_2)  [conf=1.000]
  pred_2(pad_2, pad_2)  [conf=1.000]
  pred_3(pad_2, pad_2)  [conf=1.000]
  pred_6(pad_2, pad_2)  [conf=1.000]
  pred_1(pad_3, pad_2)  [conf=1.000]
  pred_2(pad_3, pad_2)  [conf=1.000]
  pred_3(pad_3, pad_2)  [conf=1.000]
  pred_6(pad_3, pad_2)  [conf=1.000]
  pred_1(pad_1, pad_1)  [conf=1.000]
  pred_2(pad_1, pad_1)  [conf=1.000]
  pred_3(pad_1, pad_1)  [conf=1.000]
  pred_6(pad_1, pad_1)  [conf=1.000]
  pred_0(pad_6, person)  [conf=1.000]
  pred_1(pad_6, person)  [conf=1.000]
  pred_4(pad_6, person)  [conf=1.000]
  pred_5(pad_6, person)  [conf=1.000]
  pred_6(pad_6, person)  [conf=1.000]
  pred_7(pad_6, person)  [conf=1.000]
  pred_1(pad_4, pad_2)  [conf=1.000]
  pred_2(pad_4, pad_2)  [conf=1.000]
  pred_3(pad_4, pad_2)  [conf=1.000]
  pred_6(pad_4, pad_2)  [conf=1.000]
  pred_0(person, pad_6)  [conf=1.000]
  pred_1(person, pad_6)  [conf=1.000]
  pred_3(person, pad_6)  [conf=1.000]
  pred_4(person, pad_6)  [conf=1.000]
  pred_5(person, pad_6)  [conf=1.000]
  pred_6(person, pad_6)  [conf=1.000]
  pred_7(person, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_1(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_6(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(person, pad_5)  [conf=1.000]
  pred_1(person, pad_5)  [conf=1.000]
  pred_3(person, pad_5)  [conf=1.000]
  pred_4(person, pad_5)  [conf=1.000]
  pred_5(person, pad_5)  [conf=1.000]
  pred_6(person, pad_5)  [conf=1.000]
  pred_7(person, pad_5)  [conf=1.000]
  pred_1(pad_3, pad_3)  [conf=1.000]
  pred_2(pad_3, pad_3)  [conf=1.000]
  pred_3(pad_3, pad_3)  [conf=1.000]
  pred_6(pad_3, pad_3)  [conf=1.000]

State 15:
  pred_0(monitor, monitor)  [conf=1.000]
  pred_4(monitor, monitor)  [conf=1.000]
  pred_5(monitor, monitor)  [conf=1.000]
  pred_6(monitor, monitor)  [conf=1.000]
  pred_7(monitor, monitor)  [conf=1.000]
  pred_0(tv, person_1)  [conf=1.000]
  pred_4(tv, person_1)  [conf=1.000]
  pred_5(tv, person_1)  [conf=1.000]
  pred_7(tv, person_1)  [conf=1.000]
  pred_0(person_1, person_1)  [conf=1.000]
  pred_1(person_1, person_1)  [conf=1.000]
  pred_4(person_1, person_1)  [conf=1.000]
  pred_5(person_1, person_1)  [conf=1.000]
  pred_7(person_1, person_1)  [conf=1.000]
  pred_1(wii remote_2, person_0)  [conf=1.000]
  pred_5(wii remote_2, person_0)  [conf=1.000]
  pred_7(wii remote_2, person_0)  [conf=1.000]
  pred_0(wii remote_0, monitor)  [conf=1.000]
  pred_5(wii remote_0, monitor)  [conf=1.000]
  pred_6(wii remote_0, monitor)  [conf=1.000]
  pred_0(person_0, wii remote_2)  [conf=1.000]
  pred_1(person_0, wii remote_2)  [conf=1.000]
  pred_4(person_0, wii remote_2)  [conf=1.000]
  pred_5(person_0, wii remote_2)  [conf=1.000]
  pred_7(person_0, wii remote_2)  [conf=1.000]
  pred_1(wii remote_1, wii remote_1)  [conf=1.000]
  pred_2(wii remote_1, wii remote_1)  [conf=1.000]
  pred_3(wii remote_1, wii remote_1)  [conf=1.000]
  pred_6(wii remote_1, wii remote_1)  [conf=1.000]
  pred_0(person_1, person_0)  [conf=1.000]
  pred_1(person_1, person_0)  [conf=1.000]
  pred_4(person_1, person_0)  [conf=1.000]
  pred_5(person_1, person_0)  [conf=1.000]
  pred_7(person_1, person_0)  [conf=1.000]
  pred_0(person_0, wii remote_1)  [conf=1.000]
  pred_1(person_0, wii remote_1)  [conf=1.000]
  pred_4(person_0, wii remote_1)  [conf=1.000]
  pred_5(person_0, wii remote_1)  [conf=1.000]
  pred_7(person_0, wii remote_1)  [conf=1.000]
  pred_0(tv, tv)  [conf=1.000]
  pred_4(tv, tv)  [conf=1.000]
  pred_5(tv, tv)  [conf=1.000]
  pred_6(tv, tv)  [conf=1.000]
  pred_7(tv, tv)  [conf=1.000]

State 16:
  pred_0(skateboard, skateboard)  [conf=1.000]
  pred_1(skateboard, skateboard)  [conf=1.000]
  pred_4(skateboard, skateboard)  [conf=1.000]
  pred_5(skateboard, skateboard)  [conf=1.000]
  pred_7(skateboard, skateboard)  [conf=1.000]
  pred_0(shoe_0, skateboard)  [conf=1.000]
  pred_1(shoe_0, skateboard)  [conf=1.000]
  pred_4(shoe_0, skateboard)  [conf=1.000]
  pred_5(shoe_0, skateboard)  [conf=1.000]
  pred_6(shoe_0, skateboard)  [conf=1.000]
  pred_7(shoe_0, skateboard)  [conf=1.000]
  pred_0(jean, jean)  [conf=1.000]
  pred_4(jean, jean)  [conf=1.000]
  pred_5(jean, jean)  [conf=1.000]
  pred_6(jean, jean)  [conf=1.000]
  pred_7(jean, jean)  [conf=1.000]
  pred_0(shoe_0, pad_6)  [conf=1.000]
  pred_1(shoe_0, pad_6)  [conf=1.000]
  pred_3(shoe_0, pad_6)  [conf=1.000]
  pred_4(shoe_0, pad_6)  [conf=1.000]
  pred_5(shoe_0, pad_6)  [conf=1.000]
  pred_6(shoe_0, pad_6)  [conf=1.000]
  pred_7(shoe_0, pad_6)  [conf=1.000]
  pred_0(shoe_1, skateboard)  [conf=1.000]
  pred_4(shoe_1, skateboard)  [conf=1.000]
  pred_5(shoe_1, skateboard)  [conf=1.000]
  pred_6(shoe_1, skateboard)  [conf=1.000]
  pred_7(shoe_1, skateboard)  [conf=1.000]
  pred_0(person, pad_6)  [conf=1.000]
  pred_3(person, pad_6)  [conf=1.000]
  pred_4(person, pad_6)  [conf=1.000]
  pred_5(person, pad_6)  [conf=1.000]
  pred_6(person, pad_6)  [conf=1.000]
  pred_7(person, pad_6)  [conf=1.000]
  pred_1(watch, watch)  [conf=1.000]
  pred_2(watch, watch)  [conf=1.000]
  pred_3(watch, watch)  [conf=1.000]
  pred_6(watch, watch)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_6(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(person, watch)  [conf=1.000]
  pred_3(person, watch)  [conf=1.000]
  pred_4(person, watch)  [conf=1.000]
  pred_5(person, watch)  [conf=1.000]
  pred_6(person, watch)  [conf=1.000]
  pred_7(person, watch)  [conf=1.000]
  pred_0(shoe_0, shoe_0)  [conf=1.000]
  pred_1(shoe_0, shoe_0)  [conf=1.000]
  pred_4(shoe_0, shoe_0)  [conf=1.000]
  pred_5(shoe_0, shoe_0)  [conf=1.000]
  pred_6(shoe_0, shoe_0)  [conf=1.000]
  pred_7(shoe_0, shoe_0)  [conf=1.000]

State 17:
  pred_1(pad_2, pad_2)  [conf=1.000]
  pred_2(pad_2, pad_2)  [conf=1.000]
  pred_3(pad_2, pad_2)  [conf=1.000]
  pred_6(pad_2, pad_2)  [conf=1.000]
  pred_1(pad_3, pad_2)  [conf=1.000]
  pred_2(pad_3, pad_2)  [conf=1.000]
  pred_3(pad_3, pad_2)  [conf=1.000]
  pred_6(pad_3, pad_2)  [conf=1.000]
  pred_1(surfboard, surfboard)  [conf=1.000]
  pred_2(surfboard, surfboard)  [conf=1.000]
  pred_3(surfboard, surfboard)  [conf=1.000]
  pred_6(surfboard, surfboard)  [conf=1.000]
  pred_0(surfboard, person)  [conf=1.000]
  pred_7(surfboard, person)  [conf=1.000]
  pred_1(pad_4, pad_2)  [conf=1.000]
  pred_2(pad_4, pad_2)  [conf=1.000]
  pred_3(pad_4, pad_2)  [conf=1.000]
  pred_6(pad_4, pad_2)  [conf=1.000]
  pred_1(pad_4, pad_6)  [conf=1.000]
  pred_2(pad_4, pad_6)  [conf=1.000]
  pred_3(pad_4, pad_6)  [conf=1.000]
  pred_6(pad_4, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(person, pad_5)  [conf=1.000]
  pred_4(person, pad_5)  [conf=1.000]
  pred_5(person, pad_5)  [conf=1.000]
  pred_7(person, pad_5)  [conf=1.000]
  pred_1(pad_3, pad_3)  [conf=1.000]
  pred_2(pad_3, pad_3)  [conf=1.000]
  pred_3(pad_3, pad_3)  [conf=1.000]
  pred_6(pad_3, pad_3)  [conf=1.000]

State 18:
  pred_1(person_1, person_1)  [conf=1.000]
  pred_2(person_1, person_1)  [conf=1.000]
  pred_3(person_1, person_1)  [conf=1.000]
  pred_6(person_1, person_1)  [conf=1.000]
  pred_0(person_2, person_0)  [conf=1.000]
  pred_4(person_2, person_0)  [conf=1.000]
  pred_5(person_2, person_0)  [conf=1.000]
  pred_6(person_2, person_0)  [conf=1.000]
  pred_7(person_2, person_0)  [conf=1.000]
  pred_0(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_6(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_5, person_0)  [conf=1.000]
  pred_1(person_5, person_0)  [conf=1.000]
  pred_4(person_5, person_0)  [conf=1.000]
  pred_5(person_5, person_0)  [conf=1.000]
  pred_6(person_5, person_0)  [conf=1.000]
  pred_7(person_5, person_0)  [conf=1.000]
  pred_1(person_3, person_1)  [conf=1.000]
  pred_2(person_3, person_1)  [conf=1.000]
  pred_3(person_3, person_1)  [conf=1.000]
  pred_6(person_3, person_1)  [conf=1.000]
  pred_0(person_4, person_5)  [conf=1.000]
  pred_1(person_4, person_5)  [conf=1.000]
  pred_4(person_4, person_5)  [conf=1.000]
  pred_5(person_4, person_5)  [conf=1.000]
  pred_7(person_4, person_5)  [conf=1.000]
  pred_0(person_4, person_4)  [conf=1.000]
  pred_4(person_4, person_4)  [conf=1.000]
  pred_5(person_4, person_4)  [conf=1.000]
  pred_7(person_4, person_4)  [conf=1.000]
  pred_0(toilet, toilet)  [conf=1.000]
  pred_4(toilet, toilet)  [conf=1.000]
  pred_6(toilet, toilet)  [conf=1.000]
  pred_7(toilet, toilet)  [conf=1.000]
  pred_0(person_0, person_4)  [conf=1.000]
  pred_4(person_0, person_4)  [conf=1.000]
  pred_5(person_0, person_4)  [conf=1.000]
  pred_6(person_0, person_4)  [conf=1.000]
  pred_7(person_0, person_4)  [conf=1.000]
  pred_0(person_2, person_2)  [conf=1.000]
  pred_4(person_2, person_2)  [conf=1.000]
  pred_5(person_2, person_2)  [conf=1.000]
  pred_6(person_2, person_2)  [conf=1.000]
  pred_7(person_2, person_2)  [conf=1.000]

State 19:
  pred_0(hat, hat)  [conf=1.000]
  pred_1(hat, hat)  [conf=1.000]
  pred_4(hat, hat)  [conf=1.000]
  pred_5(hat, hat)  [conf=1.000]
  pred_6(hat, hat)  [conf=1.000]
  pred_7(hat, hat)  [conf=1.000]
  pred_0(cake, toys_1)  [conf=1.000]
  pred_1(person_1, person_1)  [conf=1.000]
  pred_2(person_1, person_1)  [conf=1.000]
  pred_3(person_1, person_1)  [conf=1.000]
  pred_0(toys_2, toys_2)  [conf=1.000]
  pred_4(toys_2, toys_2)  [conf=1.000]
  pred_5(toys_2, toys_2)  [conf=1.000]
  pred_7(toys_2, toys_2)  [conf=1.000]
  pred_0(hat, hat)  [conf=1.000]
  pred_1(hat, hat)  [conf=1.000]
  pred_4(hat, hat)  [conf=1.000]
  pred_5(hat, hat)  [conf=1.000]
  pred_6(hat, hat)  [conf=1.000]
  pred_7(hat, hat)  [conf=1.000]
  pred_0(person_0, toys_2)  [conf=1.000]
  pred_4(person_0, toys_2)  [conf=1.000]
  pred_5(person_0, toys_2)  [conf=1.000]
  pred_6(person_0, toys_2)  [conf=1.000]
  pred_7(person_0, toys_2)  [conf=1.000]
  pred_0(toys_1, toys_1)  [conf=1.000]
  pred_7(toys_1, toys_1)  [conf=1.000]
  pred_0(person_0, person_0)  [conf=1.000]
  pred_1(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_6(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_0(person_1, toys_1)  [conf=1.000]
  pred_1(cake, cake)  [conf=1.000]
  pred_2(cake, cake)  [conf=1.000]
  pred_3(cake, cake)  [conf=1.000]
  pred_6(cake, cake)  [conf=1.000]

State 20:
  pred_1(person_2, person_2)  [conf=1.000]
  pred_2(person_2, person_2)  [conf=1.000]
  pred_3(person_2, person_2)  [conf=1.000]
  pred_6(person_2, person_2)  [conf=1.000]
  pred_1(person_3, person_2)  [conf=1.000]
  pred_2(person_3, person_2)  [conf=1.000]
  pred_3(person_3, person_2)  [conf=1.000]
  pred_6(person_3, person_2)  [conf=1.000]
  pred_1(person_1, person_1)  [conf=1.000]
  pred_2(person_1, person_1)  [conf=1.000]
  pred_3(person_1, person_1)  [conf=1.000]
  pred_0(person_6, person_0)  [conf=1.000]
  pred_1(person_6, person_0)  [conf=1.000]
  pred_4(person_6, person_0)  [conf=1.000]
  pred_5(person_6, person_0)  [conf=1.000]
  pred_6(person_6, person_0)  [conf=1.000]
  pred_7(person_6, person_0)  [conf=1.000]
  pred_0(person_4, person_2)  [conf=1.000]
  pred_1(person_4, person_2)  [conf=1.000]
  pred_3(person_4, person_2)  [conf=1.000]
  pred_4(person_4, person_2)  [conf=1.000]
  pred_5(person_4, person_2)  [conf=1.000]
  pred_6(person_4, person_2)  [conf=1.000]
  pred_7(person_4, person_2)  [conf=1.000]
  pred_0(person_0, person_6)  [conf=1.000]
  pred_1(person_0, person_6)  [conf=1.000]
  pred_4(person_0, person_6)  [conf=1.000]
  pred_5(person_0, person_6)  [conf=1.000]
  pred_6(person_0, person_6)  [conf=1.000]
  pred_7(person_0, person_6)  [conf=1.000]
  pred_1(person_5, person_5)  [conf=1.000]
  pred_2(person_5, person_5)  [conf=1.000]
  pred_3(person_5, person_5)  [conf=1.000]
  pred_6(person_5, person_5)  [conf=1.000]
  pred_0(person_0, person_0)  [conf=1.000]
  pred_1(person_0, person_0)  [conf=1.000]
  pred_4(person_0, person_0)  [conf=1.000]
  pred_5(person_0, person_0)  [conf=1.000]
  pred_6(person_0, person_0)  [conf=1.000]
  pred_7(person_0, person_0)  [conf=1.000]
  pred_1(person_1, person_5)  [conf=1.000]
  pred_2(person_1, person_5)  [conf=1.000]
  pred_3(person_1, person_5)  [conf=1.000]
  pred_1(person_3, person_3)  [conf=1.000]
  pred_2(person_3, person_3)  [conf=1.000]
  pred_3(person_3, person_3)  [conf=1.000]
  pred_6(person_3, person_3)  [conf=1.000]

State 21:
  pred_0(shorts, shorts)  [conf=1.000]
  pred_1(shorts, shorts)  [conf=1.000]
  pred_4(shorts, shorts)  [conf=1.000]
  pred_5(shorts, shorts)  [conf=1.000]
  pred_6(shorts, shorts)  [conf=1.000]
  pred_7(shorts, shorts)  [conf=1.000]
  pred_0(tennis_racket, t-shirt)  [conf=1.000]
  pred_1(tennis_racket, t-shirt)  [conf=1.000]
  pred_4(tennis_racket, t-shirt)  [conf=1.000]
  pred_5(tennis_racket, t-shirt)  [conf=1.000]
  pred_6(tennis_racket, t-shirt)  [conf=1.000]
  pred_7(tennis_racket, t-shirt)  [conf=1.000]
  pred_0(t-shirt, t-shirt)  [conf=1.000]
  pred_1(t-shirt, t-shirt)  [conf=1.000]
  pred_4(t-shirt, t-shirt)  [conf=1.000]
  pred_5(t-shirt, t-shirt)  [conf=1.000]
  pred_6(t-shirt, t-shirt)  [conf=1.000]
  pred_7(t-shirt, t-shirt)  [conf=1.000]
  pred_1(pad_6, pad_6)  [conf=1.000]
  pred_2(pad_6, pad_6)  [conf=1.000]
  pred_3(pad_6, pad_6)  [conf=1.000]
  pred_6(pad_6, pad_6)  [conf=1.000]
  pred_1(sneaker, shorts)  [conf=1.000]
  pred_4(sneaker, shorts)  [conf=1.000]
  pred_5(sneaker, shorts)  [conf=1.000]
  pred_6(sneaker, shorts)  [conf=1.000]
  pred_7(sneaker, shorts)  [conf=1.000]
  pred_0(person, pad_6)  [conf=1.000]
  pred_1(person, pad_6)  [conf=1.000]
  pred_3(person, pad_6)  [conf=1.000]
  pred_4(person, pad_6)  [conf=1.000]
  pred_5(person, pad_6)  [conf=1.000]
  pred_6(person, pad_6)  [conf=1.000]
  pred_7(person, pad_6)  [conf=1.000]
  pred_0(headband, headband)  [conf=1.000]
  pred_4(headband, headband)  [conf=1.000]
  pred_5(headband, headband)  [conf=1.000]
  pred_6(headband, headband)  [conf=1.000]
  pred_7(headband, headband)  [conf=1.000]
  pred_0(person, person)  [conf=1.000]
  pred_1(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_6(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(person, headband)  [conf=1.000]
  pred_1(person, headband)  [conf=1.000]
  pred_4(person, headband)  [conf=1.000]
  pred_5(person, headband)  [conf=1.000]
  pred_6(person, headband)  [conf=1.000]
  pred_7(person, headband)  [conf=1.000]
  pred_0(tennis_racket, tennis_racket)  [conf=1.000]
  pred_1(tennis_racket, tennis_racket)  [conf=1.000]
  pred_4(tennis_racket, tennis_racket)  [conf=1.000]
  pred_5(tennis_racket, tennis_racket)  [conf=1.000]
  pred_6(tennis_racket, tennis_racket)  [conf=1.000]
  pred_7(tennis_racket, tennis_racket)  [conf=1.000]

State 22:
  pred_1(dog, couch)  [conf=1.000]
  pred_5(dog, couch)  [conf=1.000]
  pred_7(dog, couch)  [conf=1.000]
  pred_0(cat, wall)  [conf=1.000]
  pred_3(cat, wall)  [conf=1.000]
  pred_4(cat, wall)  [conf=1.000]
  pred_5(cat, wall)  [conf=1.000]
  pred_7(cat, wall)  [conf=1.000]
  pred_1(wall, wall)  [conf=1.000]
  pred_2(wall, wall)  [conf=1.000]
  pred_3(wall, wall)  [conf=1.000]
  pred_1(power_outlet, couch)  [conf=1.000]
  pred_5(power_outlet, couch)  [conf=1.000]
  pred_7(power_outlet, couch)  [conf=1.000]
  pred_1(vacuum_cleaner, dog)  [conf=1.000]
  pred_2(vacuum_cleaner, dog)  [conf=1.000]
  pred_3(vacuum_cleaner, dog)  [conf=1.000]
  pred_0(couch, power_outlet)  [conf=1.000]
  pred_1(couch, power_outlet)  [conf=1.000]
  pred_4(couch, power_outlet)  [conf=1.000]
  pred_5(couch, power_outlet)  [conf=1.000]
  pred_7(couch, power_outlet)  [conf=1.000]
  pred_1(coffee_table, coffee_table)  [conf=1.000]
  pred_2(coffee_table, coffee_table)  [conf=1.000]
  pred_3(coffee_table, coffee_table)  [conf=1.000]
  pred_6(coffee_table, coffee_table)  [conf=1.000]
  pred_1(wall, couch)  [conf=1.000]
  pred_5(wall, couch)  [conf=1.000]
  pred_7(wall, couch)  [conf=1.000]
  pred_0(couch, coffee_table)  [conf=1.000]
  pred_1(couch, coffee_table)  [conf=1.000]
  pred_4(couch, coffee_table)  [conf=1.000]
  pred_5(couch, coffee_table)  [conf=1.000]
  pred_7(couch, coffee_table)  [conf=1.000]
  pred_0(cat, cat)  [conf=1.000]
  pred_4(cat, cat)  [conf=1.000]
  pred_5(cat, cat)  [conf=1.000]
  pred_7(cat, cat)  [conf=1.000]

State 23:
  pred_1(shirt, shirt)  [conf=1.000]
  pred_2(shirt, shirt)  [conf=1.000]
  pred_3(shirt, shirt)  [conf=1.000]
  pred_0(door, blazer)  [conf=1.000]
  pred_1(door, blazer)  [conf=1.000]
  pred_4(door, blazer)  [conf=1.000]
  pred_5(door, blazer)  [conf=1.000]
  pred_6(door, blazer)  [conf=1.000]
  pred_7(door, blazer)  [conf=1.000]
  pred_0(blazer, blazer)  [conf=1.000]
  pred_1(blazer, blazer)  [conf=1.000]
  pred_4(blazer, blazer)  [conf=1.000]
  pred_5(blazer, blazer)  [conf=1.000]
  pred_7(blazer, blazer)  [conf=1.000]
  pred_0(glasses, person)  [conf=1.000]
  pred_1(glasses, person)  [conf=1.000]
  pred_4(glasses, person)  [conf=1.000]
  pred_5(glasses, person)  [conf=1.000]
  pred_7(glasses, person)  [conf=1.000]
  pred_1(tie, shirt)  [conf=1.000]
  pred_2(tie, shirt)  [conf=1.000]
  pred_3(tie, shirt)  [conf=1.000]
  pred_0(person, glasses)  [conf=1.000]
  pred_3(person, glasses)  [conf=1.000]
  pred_4(person, glasses)  [conf=1.000]
  pred_5(person, glasses)  [conf=1.000]
  pred_6(person, glasses)  [conf=1.000]
  pred_7(person, glasses)  [conf=1.000]
  pred_1(jeans, jeans)  [conf=1.000]
  pred_2(jeans, jeans)  [conf=1.000]
  pred_3(jeans, jeans)  [conf=1.000]
  pred_6(jeans, jeans)  [conf=1.000]
  pred_0(blazer, person)  [conf=1.000]
  pred_1(blazer, person)  [conf=1.000]
  pred_4(blazer, person)  [conf=1.000]
  pred_5(blazer, person)  [conf=1.000]
  pred_7(blazer, person)  [conf=1.000]
  pred_0(person, jeans)  [conf=1.000]
  pred_3(person, jeans)  [conf=1.000]
  pred_4(person, jeans)  [conf=1.000]
  pred_5(person, jeans)  [conf=1.000]
  pred_6(person, jeans)  [conf=1.000]
  pred_7(person, jeans)  [conf=1.000]
  pred_0(door, door)  [conf=1.000]
  pred_4(door, door)  [conf=1.000]
  pred_5(door, door)  [conf=1.000]
  pred_6(door, door)  [conf=1.000]
  pred_7(door, door)  [conf=1.000]

State 24:
  pred_0(person, person)  [conf=1.000]
  pred_1(person, person)  [conf=1.000]
  pred_4(person, person)  [conf=1.000]
  pred_5(person, person)  [conf=1.000]
  pred_6(person, person)  [conf=1.000]
  pred_7(person, person)  [conf=1.000]
  pred_0(handbag, umbrella)  [conf=1.000]
  pred_1(handbag, umbrella)  [conf=1.000]
  pred_4(handbag, umbrella)  [conf=1.000]
  pred_5(handbag, umbrella)  [conf=1.000]
  pred_6(handbag, umbrella)  [conf=1.000]
  pred_7(handbag, umbrella)  [conf=1.000]
  pred_0(umbrella, umbrella)  [conf=1.000]
  pred_1(umbrella, umbrella)  [conf=1.000]
  pred_4(umbrella, umbrella)  [conf=1.000]
  pred_5(umbrella, umbrella)  [conf=1.000]
  pred_6(umbrella, umbrella)  [conf=1.000]
  pred_7(umbrella, umbrella)  [conf=1.000]
  pred_0(handbag, train)  [conf=1.000]
  pred_1(handbag, train)  [conf=1.000]
  pred_4(handbag, train)  [conf=1.000]
  pred_5(handbag, train)  [conf=1.000]
  pred_6(handbag, train)  [conf=1.000]
  pred_7(handbag, train)  [conf=1.000]
  pred_1(sign, person)  [conf=1.000]
  pred_4(sign, person)  [conf=1.000]
  pred_5(sign, person)  [conf=1.000]
  pred_7(sign, person)  [conf=1.000]
  pred_0(train, sandal_1)  [conf=1.000]
  pred_1(train, sandal_1)  [conf=1.000]
  pred_3(train, sandal_1)  [conf=1.000]
  pred_4(train, sandal_1)  [conf=1.000]
  pred_5(train, sandal_1)  [conf=1.000]
  pred_6(train, sandal_1)  [conf=1.000]
  pred_7(train, sandal_1)  [conf=1.000]
  pred_1(sandal_0, sandal_0)  [conf=1.000]
  pred_2(sandal_0, sandal_0)  [conf=1.000]
  pred_3(sandal_0, sandal_0)  [conf=1.000]
  pred_6(sandal_0, sandal_0)  [conf=1.000]
  pred_0(train, train)  [conf=1.000]
  pred_1(train, train)  [conf=1.000]
  pred_4(train, train)  [conf=1.000]
  pred_5(train, train)  [conf=1.000]
  pred_6(train, train)  [conf=1.000]
  pred_7(train, train)  [conf=1.000]
  pred_0(train, sandal_0)  [conf=1.000]
  pred_1(train, sandal_0)  [conf=1.000]
  pred_3(train, sandal_0)  [conf=1.000]
  pred_4(train, sandal_0)  [conf=1.000]
  pred_5(train, sandal_0)  [conf=1.000]
  pred_6(train, sandal_0)  [conf=1.000]
  pred_7(train, sandal_0)  [conf=1.000]
  pred_0(handbag, sandal_0)  [conf=1.000]
  pred_3(handbag, sandal_0)  [conf=1.000]
  pred_4(handbag, sandal_0)  [conf=1.000]
  pred_5(handbag, sandal_0)  [conf=1.000]
  pred_6(handbag, sandal_0)  [conf=1.000]
  pred_7(handbag, sandal_0)  [conf=1.000]

State 25:
  pred_1(person, person)  [conf=1.000]
  pred_2(person, person)  [conf=1.000]
  pred_3(person, person)  [conf=1.000]
  pred_6(person, person)  [conf=1.000]
  pred_1(pad_3, person)  [conf=1.000]
  pred_2(pad_3, person)  [conf=1.000]
  pred_3(pad_3, person)  [conf=1.000]
  pred_6(pad_3, person)  [conf=1.000]
  pred_1(frisbee, frisbee)  [conf=1.000]
  pred_2(frisbee, frisbee)  [conf=1.000]
  pred_3(frisbee, frisbee)  [conf=1.000]
  pred_6(frisbee, frisbee)  [conf=1.000]
  pred_1(pad_6, tree)  [conf=1.000]
  pred_4(pad_6, tree)  [conf=1.000]
  pred_5(pad_6, tree)  [conf=1.000]
  pred_6(pad_6, tree)  [conf=1.000]
  pred_7(pad_6, tree)  [conf=1.000]
  pred_1(pad_4, person)  [conf=1.000]
  pred_2(pad_4, person)  [conf=1.000]
  pred_3(pad_4, person)  [conf=1.000]
  pred_6(pad_4, person)  [conf=1.000]
  pred_0(tree, pad_6)  [conf=1.000]
  pred_1(tree, pad_6)  [conf=1.000]
  pred_3(tree, pad_6)  [conf=1.000]
  pred_4(tree, pad_6)  [conf=1.000]
  pred_5(tree, pad_6)  [conf=1.000]
  pred_6(tree, pad_6)  [conf=1.000]
  pred_7(tree, pad_6)  [conf=1.000]
  pred_1(pad_5, pad_5)  [conf=1.000]
  pred_2(pad_5, pad_5)  [conf=1.000]
  pred_3(pad_5, pad_5)  [conf=1.000]
  pred_6(pad_5, pad_5)  [conf=1.000]
  pred_0(tree, tree)  [conf=1.000]
  pred_1(tree, tree)  [conf=1.000]
  pred_4(tree, tree)  [conf=1.000]
  pred_5(tree, tree)  [conf=1.000]
  pred_6(tree, tree)  [conf=1.000]
  pred_7(tree, tree)  [conf=1.000]
  pred_0(tree, pad_5)  [conf=1.000]
  pred_1(tree, pad_5)  [conf=1.000]
  pred_3(tree, pad_5)  [conf=1.000]
  pred_4(tree, pad_5)  [conf=1.000]
